"";"X";"Data.mostreig";"darrers_14";"darrers_7";"set_i_set";"mitjana_7";"N1.Concentracio.final";"Cabal.influent.últimes.24h.calculat";"Laboratori";"EDAR";"load_N1";"log_14";"log_7";"log_7_7";"log_mean_7";"log_N1";"sim_median_1_5";"sim_median_2_4";"sim_median_3_3";"sim_median_4_2";"sim_median_5_1"
"669";669;"2020-11-16";230;76;159;10,86;249805,66;16121;"Virus Entèrics-UB";"DABR";4027117044860;2,36172783601759;1,88081359228079;2,20139712432045;1,03582982525283;12,6049942522044;17645093,8255994;2101602,02826396;239639,441214638;27230,3409644714;3272,69901964809
"670";670;"2020-11-16";331;131;225;18,71;1466195,06;8644;"Virus Entèrics-UB";"DMRT";12673790098640;2,51982799377572;2,11727129565576;2,35218251811136;1,27207378750001;13,1029065101304;55384783,0173021;6604176,6098846;754305,819791437;85727,3029681718;10262,8323180603
"671";671;"2020-11-16";1405;575;981;82,14;410685,36;20283;"Virus Entèrics-UB";"DSRS";8329931156880;3,1476763242411;2,75966784468963;2,99166900737995;1,91455469851763;12,9206414121738;36351486,6065736;4340236,27963525;496677,942847603;56523,1704841468;6766,6470536334
"672";672;"2020-11-16";430;171;286;24,43;1183901,91;12153;"Virus Entèrics-UB";"DFIG";14387959912230;2,63346845557959;2,23299611039215;2,45636603312904;1,38792346697344;13,1579992191158;63049794,4291424;7516542,7866518;856129,00868584;97289,837262926;11712,8647986126
"673";673;"2020-11-23";211;100;177;14,29;7180,77;5524;"UB_Girones";"DMAN";39666573480;2,32428245529769;2;2,24797326636181;1,15503222879097;10,5984246864081;173720,438668527;20801,1713371347;2361,75798086382;268,71978030071;32,2030703022606
"674";674;"2020-11-23";187;80;159;11,43;26040,31;23596;"UB_Girones";"DIGU";614447154760;2,2718416065365;1,90308998699194;2,20139712432045;1,05804623039528;11,7884845375349;2680785,83972443;323287,420298718;36533,1488175427;4177,98986464084;495,617412262944
"675";675;"2020-11-23";469;203;355;29;96150,79;20596;"UB_Girones";"DMAS";1980321670840;2,67117284271508;2,30749603791321;2,55022835305509;1,46239799789896;12,2967357400212;8675522,68589584;1032757,73301712;116943,26248378;13498,0176304256;1605,90208829303
"676";676;"2020-11-23";79;29;48;4,14;14336,18;2491;"UB_Girones";"DSLL";35711424380;1,89762709129044;1,46239799789896;1,68124123737559;0,617000341120899;10,5528071727365;156062,486426677;18674,129881997;2122,65716608261;241,602066887309;28,9289495396259
"677";677;"2020-11-23";1015;397;658;56,71;16909,79;44785;"UB_Girones";"DGVC";757304945150;3,00646604224923;2,59879050676312;2,81822589361396;1,753659647286;11,8792707927474;3320703,4583318;397917,480175615;44994,2573138509;5105,25898269429;614,93068741207
"678";678;"2020-11-23";1290;550;1012;78,57;2628,75;53081;"UB_Girones";"DSFL";139536678750;3,11058971029925;2,74036268949424;3,00518051250378;1,89525675314489;11,1446883816952;611804,228701084;72880,7375777845;8327,5938489529;939,032862573985;113,198870422884
"679";679;"2020-11-23";6017;2405;4259;343,57;94200,6;366688;"UB_Girones";"DBSS";34542229612800;3,77938001149166;3,38111508070985;3,62930764007375;2,53601523489358;13,5383503667371;151310392,989681;18109976,9127966;2053147,24008664;233672,46463876;28076,9034211333
"680";680;"2020-11-23";607;227;373;32,43;23288,59;25900;"UB_Girones";"DMAT";603174481000;2,78318869107526;2,35602585719312;2,57170883180869;1,51094694867297;11,7804429591957;2636577,41792605;315664,823611116;36032,1973175931;4054,92441344865;489,951477188028
"681";681;"2020-11-23";397;180;281;25,71;16779,65;24622;"UB_Girones";"DVIC";413148542300;2,59879050676312;2,25527250510331;2,44870631990508;1,41010207664286;11,6161062247866;1804207,28563021;217024,84332865;24548,4122272046;2801,57569671421;334,62813781833
"682";682;"2020-11-23";725;313;538;44,71;58346,83;41124,5;"UB_Girones";"DTRS";2399484210335;2,86033800657099;2,49554433754645;2,73078227566639;1,65040466986803;12,3801178964285;10492770,610359;1252498,65598292;142041,353825573;16273,2627746931;1951,96274274192
"683";683;"2020-11-23";243;90;193;12,86;101147,52;12869;"UB_Girones";"DPAM";1301667434880;2,38560627359831;1,95424250943932;2,28555730900777;1,1092409685882;12,1145000398041;5705774,02033851;680788,683443749;77745,7821699232;8831,43042362851;1061,11834501233
"684";684;"2020-11-23";41;20;60;2,86;26282,24;5549;"UB_Girones";"DRIP";145840149760;1,61278385671974;1,30102999566398;1,77815125038364;0,456366033129043;11,1638771016145;637486,257551312;76182,7989881279;8723,27535317257;985,985456481461;118,437391647834
"685";685;"2020-11-23";267;101;169;14,43;33672,87;13066;"UB_Girones";"DOLO";439969719420;2,42651126136458;2,00432137378264;2,22788670461367;1,15926633109349;11,6434227875286;1924411,01362629;230933,136309674;26340,6017858978;2971,22098723692;357,317682007639
"686";686;"2020-11-23";88;36;61;5,14;12684,85;7620;"UB_Girones";"DLDM";96658557000;1,94448267215017;1,55630250076729;1,78532983501077;0,710963118995276;10,985240307339;423498,84173723;50458,6706405797;5816,70707421832;654,139095594922;78,402247727898
"687";687;"2020-11-23";100;33;61;4,71;167853,39;5089;"EURECAT";"DAMP";854205901710;2;1,51851393987789;1,78532983501077;0,673020907128896;11,9315625676425;3731656,89526082;447183,501255791;51137,5322803377;5760,79892108485;694,007436095938
"688";688;"2020-11-23";138;59;103;8,43;92242,63;7088;"EURECAT";"DBAL";653815761440;2,13987908640124;1,77085201164214;2,01283722470517;0,925827574624742;11,8154553858435;2854743,98837701;340583,812880347;38949,0202219024;4441,85526901652;531,852578949233
"689";689;"2020-11-23";10;2;4;0,29;80516,08;323;"EURECAT";"DFAL";26006693840;1;0,301029995663981;0,602059991327962;-0,537602002101044;10,4150851450329;113459,99981272;13682,0735771132;1560,08162959256;176,33597148202;20,9749546954247
"690";690;"2020-11-23";19;5;17;0,71;5978,33;1867;"EURECAT";"DBBL";11161542110;1,27875360095283;0,698970004336019;1,23044892137827;-0,148741651280925;10,0477242020922;48770,2029627474;5844,17903178462;664,249605379939;75,7744746418081;9,05466446322393
"691";691;"2020-11-23";38;14;30;2;46860,58;1405;"EURECAT";"DCER";65839114900;1,57978359661681;1,14612803567824;1,47712125471966;0,301029995663981;10,8184839838593;287136,648618797;34544,8300239135;3921,37596603308;447,556169130948;53,3679576776152
"692";692;"2020-11-23";645;263;466;37,57;45218,69;43824;"EURECAT";"DLLE";1981663870560;2,80955971463527;2,41995574848976;2,66838591669;1,57484119506338;12,2970299914506;8648462,05901255;1039334,06038221;117837,090617077;13408,8458607936;1613,67647254791
"693";693;"2020-11-23";98;47;66;6,71;9830,89;8200,24;"EURECAT";"DVAL";80615657413,6;1,99122607569249;1,67209785793572;1,81954393554187;0,826722520168992;10,906419399968;352233,507236804;42350,4560306757;4827,7072043925;546,728231118677;65,3379543662917
"694";694;"2020-11-23";140;61;90;8,71;64309,7;2171;"EURECAT";"DMOF";139616358700;2,14612803567824;1,78532983501077;1,95424250943932;0,940018155007663;11,1449363070902;609210,868203851;73107,0501570325;8368,10730999217;945,926211157096;112,786865007542
"695";695;"2020-11-23";21;13;23;1,86;19969,21;1560,3;"EURECAT";"DMLN";31157958363;1,32221929473392;1,11394335230684;1,36172783601759;0,269512944217916;10,4935689926227;136003,432007395;16396,2099097136;1850,05974180828;212,085586601441;25,3630916580269
"696";696;"2020-11-23";686;215;357;30,71;71927,7;16877;"EURECAT";"DRUS";1213923792900;2,83632411570675;2,33243845991561;2,55266821611219;1,48727981644307;12,0841914236735;5282410,0177414;638805,512349026;72129,8878351791;8215,9436093758;984,95961197761
"697";697;"2020-11-23";42;28;44;4;153226,49;2259;"EURECAT";"DSOL";346138640910;1,6232492903979;1,44715803134222;1,64345267648619;0,602059991327962;11,5392500841172;1514427,48308761;180988,266316618;20727,672661589;2367,79176059637;279,697634103631
"698";698;"2020-11-23";571;194;308;27,71;98515,8;34841;"EURECAT";"DTAR";3432388987800;2,75663610824585;2,28780172993023;2,48855071650044;1,44263652578223;12,5355964999465;14997401,4143299;1807927,5433259;204553,036356934;23121,4669259343;2782,45920462272
"699";699;"2020-11-23";81;27;64;3,86;56048,71;5530;"EURECAT";"DTOT";309949366300;1,90848501887865;1,43136376415899;1,80617997398389;0,586587304671755;11,4912907527615;1361113,4041216;162672,340021019;18472,8629661477;2093,32428501334;251,1924116397
"700";700;"2020-11-23";16;2;3;0,29;1399,83;341;"EURECAT";"DSOR";477342030;1,20411998265592;0,301029995663981;0,477121254719662;-0,537602002101044;8,67882967571015;2082,54774907613;250,768286274525;28,2254700687198;3,2263892277115;0,386130654384058
"701";701;"2020-11-23";32;9;12;1,29;25391,64;6114;"EURECAT";"DVIE";155244486960;1,50514997831991;0,954242509439325;1,07918124604762;0,110589710299249;11,191016186463;676920,980191067;81416,0259813872;9264,6699620118;1056,71112379248;125,902719344418
"702";702;"2020-11-23";653;258;489;36,86;468832,43;32294;"Virus Entèrics-UB";"DLLL";15140474494420;2,81491318127507;2,41161970596323;2,68930885912362;1,56655533088306;13,1801394859355;66260547,2429116;7948595,52968582;902663,978872306;102476,345334554;12296,5677968794
"703";703;"2020-11-23";208;112;184;16;563834,58;9946;"Virus Entèrics-UB";"DBAY";5607898732680;2,31806333496276;2,04921802267018;2,26481782300954;1,20411998265592;12,7488001625486;24508762,5632703;2931397,88972338;331776,056244631;38035,8510286392;4543,22910461768
"704";704;"2020-11-23";761;292;512;41,71;954326,27;41401;"Virus Entèrics-UB";"DGIR";39510061904270;2,88138465677057;2,46538285144842;2,70926996097583;1,62024018984583;13,5967077101335;171504049,357722;20775161,7256496;2367398,14476517;266715,828731536;32122,1309103531
"705";705;"2020-11-23";529;201;322;28,71;637022,69;22040;"Virus Entèrics-UB";"DGRA";14039980087600;2,72345567203519;2,30319605742049;2,50785587169583;1,45803319249651;13,1473664918499;61721614,0476605;7355102,45239915;835718,176757971;94922,8857384906;11399,7618819269
"706";706;"2020-11-23";834;342;645;48,86;306657,94;52048;"Virus Entèrics-UB";"DMIR";15960932461120;2,92116605063774;2,53402610605613;2,80955971463527;1,68895346263742;13,2030582598775;69704605,9687135;8389357,98209079;950771,728510897;108815,089007705;12939,3608907004
"707";707;"2020-11-23";191;49;93;7;704565,65;12,52;"Virus Entèrics-UB";"DVEN";8821161938;2,28103336724773;1,69019608002851;1,96848294855394;0,845098040014257;9,94552579488526;38474,8987842753;4654,96036422453;525,673661048496;59,6646456922239;7,12906760363367
"708";708;"2020-11-23";255;124;204;17,71;566177,33;15203;"Virus Entèrics-UB";"DVDP";8607593947990;2,40654018043396;2,09342168516224;2,3096301674259;1,24821856119007;12,9348817715302;37732251,009964;4564392,0624081;512377,996560259;57940,4143354238;6977,8038867954
"709";709;"2020-11-23";3642;1499;2604;214,14;449751,35;202089;"Virus Entèrics-UB";"DPDL";90889800570150;3,5613399414589;3,17580163284828;3,41564097989615;2,3306977983393;13,9585151504978;395790491,904583;47629989,3192232;5405336,80649042;615353,190166238;73718,4247197225
"710";710;"2020-11-23";91;38;47;5,43;271858,76;4582,98;"Virus Entèrics-UB";"DBER";1245923259904,8;1,95904139232109;1,57978359661681;1,67209785793572;0,734799829588847;12,0954912936665;5429859,52516129;653981,37307606;73760,6803461362;8394,88419414644;1010,26966838736
"711";711;"2020-11-23";414;166;379;23,71;513912,13;23690;"Virus Entèrics-UB";"DRUB";12174578359700;2,6170003411209;2,22010808804005;2,57863920996807;1,37493155397819;13,0854539292931;53379424,7434744;6437460,47617151;725524,377112069;82368,4099312763;9898,92631974621
"712";712;"2020-11-23";83;29;57;4,14;535908,39;5155;"Virus Entèrics-UB";"DPUI";2762607750450;1,91907809237607;1,46239799789896;1,75587485567249;0,617000341120899;12,4413192258835;12065801,8238379;1447959,60496976;164190,918518788;18701,7078044364;2244,53239432864
"713";713;"2020-11-23";159;83;168;11,86;689295,98;17007;"Virus Entèrics-UB";"DABR";11722856731860;2,20139712432045;1,91907809237607;2,22530928172586;1,07408468902824;13,0690334573905;51144441,4866615;6162308,99463436;693934,894380436;79562,7283097504;9518,07042169605
"714";714;"2020-11-23";225;94;168;13,43;662116,98;8560;"Virus Entèrics-UB";"DMRT";5667721348800;2,35218251811136;1,9731278535997;2,22530928172586;1,12807601266872;12,7534084901899;24769423,2574746;2970397,29139569;337443,512745416;38436,8615297047;4598,20719181091
"715";715;"2020-11-23";981;406;793;58;720397,88;20955;"Virus Entèrics-UB";"DSRS";15095937575400;2,99166900737995;2,60852603357719;2,8992731873176;1,76342799356294;13,1788600912695;66100128,07925;7875944,77749197;895486,101297054;101875,450543044;12180,6298418557
"716";716;"2020-11-23";286;115;164;16,43;992895,53;13768;"Virus Entèrics-UB";"DFIG";13670185657040;2,45636603312904;2,06069784035361;2,2148438480477;1,21563756343506;13,1357744128327;59551323,8162496;7205671,40533266;810126,356674743;92454,9287113021;11140,2979509905
"717";717;"2020-11-30";177;77;145;11;59998,13;6796;"UB_Girones";"DMAN";407747291480;2,24797326636181;1,88649072517248;2,16136800223497;1,04139268515823;11,6103910848584;1787030,00258443;215004,430553157;24386,4702570248;2746,16026527889;330,729760537742
"718";718;"2020-11-30";355;152;338;21,71;10335,56;22133;"UB_Girones";"DMAS";228756949480;2,55022835305509;2,18184358794477;2,52891670027765;1,33665982345442;11,3593742965089;1001760,87383312;119917,541403694;13741,0308631532;1533,4462667025;186,171527506291
"719";719;"2020-11-30";48;19;25;2,71;7392,93;2369;"UB_Girones";"DSLL";17513851170;1,68124123737559;1,27875360095283;1,39794000867204;0,432969290874406;10,24338165482;76499,1228658054;9123,24147971035;1043,07565761428;118,895400016431;14,1957196634287
"720";720;"2020-11-30";658;261;486;37,29;1973,77;52102;"UB_Girones";"DGVC";102837364540;2,81822589361396;2,41664050733828;2,68663626926229;1,57159238336131;11,0121509382509;451176,544421832;53683,6321940923;6135,28098887976;697,593708279998;83,1348291321296
"721";721;"2020-11-30";1012;462;939;66;9914,31;55568;"UB_Girones";"DSFL";550918378080;3,00518051250378;2,66464197555613;2,97266559226611;1,81954393554187;11,7410872602397;2420411,42341161;287865,028251451;32773,1026466937;3748,14952702523;445,880850515778
"722";722;"2020-11-30";4259;1854;3515;264,86;51867,68;357084;"UB_Girones";"DBSS";18521118645120;3,62930764007375;3,26810972980848;3,54592532935584;2,42301637471482;13,2676672138109;81095574,1097538;9735779,13263181;1105888,95682415;125841,261996487;15010,7511509486
"723";723;"2020-11-30";373;146;270;20,86;10866,52;28900;"UB_Girones";"DMAT";314042428000;2,57170883180869;2,16435285578444;2,43136376415899;1,31931430409051;11,496988326422;1371387,0134006;164882,015794276;18832,302778049;2115,58535196851;254,156264563708
"724";724;"2020-11-30";281;101;209;14,43;56701,67;26669;"UB_Girones";"DVIC";1512176837230;2,44870631990508;2,00432137378264;2,32014628611105;1,15926633109349;12,1796025814711;6613341,0452551;795185,835706777;89599,3667231846;10241,280354629;1221,3247582243
"725";725;"2020-11-30";538;225;515;32,14;17482,9;44456,1;"UB_Girones";"DTRS";777221550690;2,73078227566639;2,35218251811136;2,71180722904119;1,50704587242733;11,8905448341511;3385470,88524112;407893,347878766;46372,5358344249;5260,31019855196;626,708999823898
"726";726;"2020-11-30";193;103;263;14,71;36117,16;17858;"UB_Girones";"DPAM";644980243280;2,28555730900777;2,01283722470517;2,41995574848976;1,16761267272753;11,8095464117424;2824925,4757631;339393,643591073;38735,568917954;4358,84312275455;525,268875827237
"727";727;"2020-11-30";60;40;107;5,71;64453,27;9630;"UB_Girones";"DRIP";620684990100;1,77815125038364;1,60205999132796;2,02938377768521;0,756636108245848;11,7928712430565;2726285,83078661;325937,598779398;37008,1586109623;4211,81860095642;503,477342824075
"728";728;"2020-11-30";169;68;127;9,71;30081,24;19846;"UB_Girones";"DOLO";596992289040;2,22788670461367;1,83250891270624;2,10380372095596;0,987219229908005;11,775968721667;2608803,30689841;312676,431076266;35726,4553263162;4038,3682180137;483,408487940845
"729";729;"2020-11-30";95;55;83;7,86;7501,75;12016;"UB_Girones";"DBLN";90141028000;1,97772360528885;1,74036268949424;1,91907809237607;0,895422546039408;10,9549225066103;393582,403380185;47232,471266257;5342,80833139382;611,676293739627;72,7280210256195
"730";730;"2020-11-30";589;262;434;37,43;102769,21;31632;"Virus Entèrics-UB";"DMDV";3250795650720;2,7701152947871;2,41830129131975;2,63748972951251;1,57321982711442;12,5119896700332;14236286,0996078;1702060,64381084;193727,769581348;22035,9313604687;2638,71079516183
"731";731;"2020-11-30";184;72;152;10,29;685007,65;11096;"Virus Entèrics-UB";"DBAY";7600844884400;2,26481782300954;1,85733249643127;2,18184358794477;1,01241537476243;12,8808618696806;33087575,524173;4006207,89060104;454668,744432781;51735,851725031;6167,35346734166
"732";732;"2020-11-30";512;220;384;31,43;522681,05;44381;"Virus Entèrics-UB";"DGIR";23197107680050;2,70926996097583;2,34242268082221;2,58433122436753;1,49734438101758;13,3654338384728;101628790,608885;12181757,6309563;1379161,4731091;156321,609407344;18834,8403425431
"733";733;"2020-11-30";322;121;239;17,29;677858,14;23756;"Virus Entèrics-UB";"DGRA";16103197973840;2,50785587169583;2,08278537031645;2,37839790094814;1,23779499327392;13,2069121322104;70424177,4051101;8382734,09024994;955006,668524944;109058,660793209;13066,8188232884
"734";734;"2020-11-30";645;303;614;43,29;286274,47;53772;"Virus Entèrics-UB";"DMIR";15393550800840;2,80955971463527;2,4814426285023;2,78816837114117;1,63638758581316;13,1873388092624;67526066,6868819;8069550,85851011;914475,938451506;104345,636735062;12534,8312219791
"735";735;"2020-11-30";93;44;66;6,29;275478,28;13120;"Virus Entèrics-UB";"DVEN";3614275033600;1,96848294855394;1,64345267648619;1,81954393554187;0,798650645445269;12,5580211977628;15830674,9597075;1910340,33868913;214645,657968429;24392,6083383345;2924,11401096919
"736";736;"2020-11-30";204;80;190;11,43;682266,55;15398;"Virus Entèrics-UB";"DVDP";10505540336900;2,3096301674259;1,90308998699194;2,27875360095283;1,05804623039528;13,0214183946096;45845369,7498361;5496254,10989535;626094,598971686;71280,4677811576;8486,16286515848
