EDAR provincia;EDAR;Data mostreig;Mitjana darrers 7 dies (promig);Nº casos darrers 7 dies (acum);Nº casos darrers 14 dies (acum);Nº casos darrers 7 dies i següents 7 dies;Nº casos dia -7;Nº casos dia -6;Nº casos dia -5;Nº casos dia -4;Nº casos dia -3;Nº casos dia -2;Nº casos dia -1;Nº casos dia 0;Nº casos dia 1;Nº casos dia 2;Nº casos dia 3;Nº casos dia 4;Nº casos dia 5;Nº casos dia 6;Nº casos dia 7;Nº habitants municipis assistits EDAR;ID mostra;Laboratori;Mètode concentració;Data Concentració;Control intern proces/Concentració;Concentració de l'estoc/Concentracio;Volum afegit/Concentració;Data anàlisi molecular;Volum mostra processat;Volum control intern;Volum concentrat;Factor concentració;Volum de concentrat per extracció;Volum extracte RNA;Volum RNA per RT-qPCR;Volum equivalent analitzat;Observacions mostra;Control interno;CI Limit of detection (LDt);CI Limit of detection (LDe);CI Limit of detection (LQe);CI Ct (1)/rep#1;CI Ct (1)/rep#2;CI Ct (1/10)/rep#1;CI Ct (1/10)/rep#2;CI Concentracio final;CI Categoria;CI % Recuperació;N1 Nom diana;N1 Limit of detection (LDt);N1 Limit of detection (LDe);N1 Limit of detection (LQe);N1 Ct (1)/rep#1;N1 Ct (1)/rep#2;N1 Ct (1/10)/rep#1;N1 Ct (1/10)/rep#2;N1 Concentracio final;N1 Categoria;N1 càrrega;N1 spline;N1 tendència concentració;N1 tendència càrrega;N1 tendència spline;N2 Nom diana;N2 Limit of detection (LDt);N2 Limit of detection (LDe);N2 Limit of detection (LQe);N2 Ct (1)/rep#1;N2 Ct (1)/rep#2;N2 Ct (1/10)/rep#1;N2 Ct (1/10)/rep#2;N2 Concentracio final;N2 Categoria;N2 càrrega;N2 spline;N2 tendència concentració;N2 tendència càrrega;N2 tendència spline;IP4 Nom diana;IP4 Limit of detection (LDt);IP4 Limit of detection (LDe);IP4 Limit of detection (LQe);IP4 Ct (1)/rep#1;IP4 Ct (1)/rep#2;IP4 Ct (1/10)/rep#1;IP4 Ct (1/10)/rep#2;IP4 Concentracio final;IP4 Categoria;IP4 càrrega;IP4 spline;IP4 tendència concentració;IP4 tendència càrrega;IP4 tendència spline;E Nom diana;E Limit of detection (LDt);E Limit of detection (LDe);E Limit of detection (LQe);E Ct (1)/rep#1;E Ct (1)/rep#2;E Ct (1/10)/rep#1;E Ct (1/10)/rep#2;E Concentracio final;E Categoria;E càrrega;E spline;E tendència concentració;E tendència càrrega;E tendència spline;Adenovirus humans Nom diana;Adenovirus humans Limit of detection (LDt);Adenovirus humans Limit of detection (LDe);Adenovirus humans Limit of detection (LQe);Adenovirus humans Ct (1)/rep#1;Adenovirus humans Ct (1)/rep#2;Adenovirus humans Ct (1/10)/rep#1;Adenovirus humans Ct (1/10)/rep#2;Adenovirus humans Concentracio final;Adenovirus humans Categoria;Adenovirus humans càrrega;Adenovirus humans spline;Adenovirus humans tendència concentració;Adenovirus humans tendència càrrega;Adenovirus humans tendència spline;Slope;Trend;LowCI;HighCI;PDC;x;y;LLoc presa de mostra;Retorns al punt de mostreig;Tipus mostreig;Mostra integrada de;Tipus mostra integrada;Funcionament correcte mostrejador;Nº ampolles submostra;Freqüència de succió del mostrejador;Inici mostreig;Final mostreig;Cabal influent últimes 24h;Cabal influent últimes 24h calculat;Cabal màxim registrat;Cabal mínim registrat;Aigua residual de font industrial;Temperatura aigua residual entrada;Precipitació registrada últimes 24h;Conductivitat;SST;SSV;NO2;NO3;PO4;NH4;TKN;TP;pH;DQO;DQO filtrada;DBO5;E. coli;Observacions;Mostra enviada;CI Control interno;MS2  Nom diana;MS2  Limit of detection (LDt);MS2  Limit of detection (LDe);MS2  Limit of detection (LQe);MS2  Ct (1)/rep#1;MS2  Ct (1)/rep#2;MS2  Ct (1/10)/rep#1;MS2  Ct (1/10)/rep#2;MS2  Concentracio final;MS2  Categoria; Nom diana; Limit of detection (LDt); Limit of detection (LDe); Limit of detection (LQe); Ct (1)/rep#1; Ct (1)/rep#2; Ct (1/10)/rep#1; Ct (1/10)/rep#2; Concentracio final; Categoria;N1r Nom diana;N1r Limit of detection (LDt);N1r Limit of detection (LDe);N1r Limit of detection (LQe);N1r Ct (1)/rep#1;N1r Ct (1)/rep#2;N1r Ct (1/10)/rep#1;N1r Ct (1/10)/rep#2;N1r Concentracio final;N1r Categoria;N2r Nom diana;N2r Limit of detection (LDt);N2r Limit of detection (LDe);N2r Limit of detection (LQe);N2r Ct (1)/rep#1;N2r Ct (1)/rep#2;N2r Ct (1/10)/rep#1;N2r Ct (1/10)/rep#2;N2r Concentracio final;N2r Categoria
Tarragona;DTAR;2021-11-15;8.00;56;90;168;7;12;5;16;4;5;7;18;10;18;11;14;9;8;24;145832;DTAR-2021-11-15;EURECAT;Ultrafiltració innovaprep;2021-11-16;MS2;57800000000.00;1000.00;2021-11-18;70.00;1000.00;0.39;179.49;250.00;70.00;5.00;3.21;;MS2;312.00;312.00;0.00;100.00;100.00;27.87;28.84;335481753147.38;9.03;40.6293;N1;312.00;312.00;0.00;35.53;35.12;37.45;38.35;39161.29;2.10;915630178876.63;691462221639.19;0,7746;0,765699023;0,232197438;N2;312.00;312.00;0.00;36.08;36.58;100.00;39.16;10831.18;1.54;253243775232.80;491052205428.13;0,0676;0,05864501;0,045615327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,040727953;PLATEAU;-0,322480689;0,241024783;-8,951656828;"0; 7; 13";"4.5929; 3.8183; 4.0892";Després de dessorrador/desgreixador;FALSE;Automàtic;24h;Composta en relació al cabal (diferent volum per ampolla);1;24;20 min;2021-11-15;2021-11-16;23381.00;23381;1345.00;457.00;0.00;0.00;0.00;0.00;544.00;522.00;0.00;0.00;0.00;0.00;0.00;0.00;7.52;763.00;0.00;300.00;0.00;;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DSRS;2021-11-15;18.43;129;198;449;24;27;20;20;19;14;5;49;26;43;37;53;29;21;62;266876;DSRS-2021-11-15;Virus Enterics-UB;Al(Oh)3;2021-11-15;TGEV;100000000.00;10.00;2021-11-16;200.00;10.00;3.10;64.52;150.00;100.00;5.00;0.48;;TGEV;2066.67;2066.67;0.00;26.77;26.68;29.84;29.75;1190433.44;2.76;23.8087;N1;2066.67;64066.67;58796.67;33.11;33.17;36.06;35.83;259408.25;2.10;6556284093942.72;4678743213468.00;0,5946;0,639409022;0,161093239;;;;;;;;;;;;;;;;IP4;2066.67;169466.67;90912.67;42.72;39.75;100.00;100.00;8013.24;0.59;202526531191.32;1908686279768.00;0;-0,002843385;0,268765677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,049317323;PLATEAU;-0,192856691;0,094222045;-10,7346983;"0; 7; 13";"5.4140; 4.8194; 4.7860";Abans de dessorrador/desgreixador;FALSE;Manual;24h;;1;24;;2021-11-15;2021-11-15;25274.00;25274;0.00;0.00;0.00;0.00;0.00;0.00;52.00;0.00;0.00;0.00;0.00;43.20;53.50;6.60;7.65;322.00;0.00;140.00;0.00;;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lleida;DSOL;2021-11-15;0.57;4;4;12;0;1;1;0;0;2;0;2;0;0;0;4;0;0;2;10080;DSOL-2021-11-15;EURECAT;Ultrafiltració innovaprep;2021-11-16;MS2;57800000000.00;1000.00;2021-11-18;70.00;1000.00;0.32;218.75;250.00;70.00;5.00;3.91;;MS2;256.00;256.00;0.00;100.00;100.00;30.73;30.89;47350860538.67;8.27;5.7345;N1;256.00;256.00;0.00;36.93;35.76;36.65;38.71;57254.49;2.35;119146587763.31;37069915945.58;1,1387;1,445604503;0,080745238;N2;256.00;256.00;0.00;38.21;38.68;44.14;100.00;2606.75;1.01;5424651500.80;-5307503898.40;-0,203;0,244711305;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,173343307;DECREASE;-0,299798141;-0,046888473;-32,91016977;"0; 7; 13";"4.7578; 3.3247; 2.5159";Després de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;1 h;2021-11-15;2021-11-16;2081.00;2081;200.00;60.00;0.00;8.70;0.00;1507.00;140.00;0.00;0.00;0.50;15.00;34.00;46.00;5.00;7.50;314.00;125.00;180.00;0.00;;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DSLL;2021-11-15;1.29;9;12;32;2;3;1;1;1;1;0;2;1;4;6;3;3;1;3;12356;DSLL-2021-11-15;UB_Girones;ultrafiltració;2021-11-16;MS2;68900000.00;1000.00;2021-11-17;80.00;800.00;0.30;266.67;140.00;70.00;5.00;2.67;;MS2;375.00;1631.25;3540.00;22.13;22.08;25.86;25.80;90204467.85;5.38;13.0921;N1;375.00;1901.25;3622.50;36.58;38.48;100.00;39.77;9526.88;1.40;24855638273.27;-1062349387.00;1,28;1,322623771;NaN;N2;375.00;1631.25;3540.00;34.72;34.56;100.00;36.19;3749.64;1.00;9782806155.18;10955228547.50;0,875;0,917662299;0,560474018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,064569733;PLATEAU;-0,230721615;0,101582149;-13,81528158;"0; 13; 21";"3.9790; 2.6990; 2.6990";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;Composta en relació al cabal (diferent volum per ampolla);1;24;20 min;2021-11-15;2021-11-16;2609.00;2609;160.00;0.00;0.00;0.00;0.00;4780.00;224.00;180.00;0.02;1.50;4.90;42.00;68.00;11.00;7.80;558.00;96.00;180.00;0.00;"ES PRENEN LES MOSTRES JUST DESPRÉS DEL TAMÍS (Abans dessorrador)
Temperatura puntual 9:00h


Ecoli en NMP/100 ml  Es realitza l'analítica 1 x mes

";TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DSFL;2021-11-15;50.86;356;488;871;50;77;61;50;63;31;24;54;65;77;70;76;45;22;106;341207;DSFL-2021-11-15;UB_Girones;ultrafiltració;2021-11-16;MS2;68900000.00;1000.00;2021-11-17;80.00;800.00;0.33;242.42;140.00;70.00;5.00;2.42;;MS2;412.50;1794.38;3894.00;23.37;24.14;26.44;27.65;40777042.57;5.00;5.9183;N1;412.50;2091.38;3984.75;100.00;100.00;100.00;100.00;412.50;0.00;19809075000.00;333234785299.25;-1,6811;-1,67843249;-0,159531771;N2;412.50;1794.38;3894.00;35.59;35.62;37.39;100.00;1970.21;0.68;94613344300.90;472574018240.00;-0,5353;-0,828570512;0,389665944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,117185039;PLATEAU;-0,378283685;0,612653764;30,97398435;"0; 7; 13";"2.6154; 4.2965; 4.0935";Després de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;8;1 h;2021-11-15;2021-11-16;48022.00;48022;2520.00;950.00;0.00;12.00;0.00;2345.00;235.00;0.00;0.00;0.00;0.00;53.60;0.00;6.31;7.77;567.00;0.00;231.00;0.00;La mostra es recull en una unica ampolla en el mostrejador;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tarragona;DRUS;2021-11-15;10.71;75;115;242;17;7;10;9;10;17;5;29;26;14;18;24;15;9;32;108581;DRUS-2021-11-15;EURECAT;Ultrafiltració innovaprep;2021-11-16;MS2;57800000000.00;1000.00;2021-11-18;70.00;1000.00;0.43;162.79;250.00;70.00;5.00;2.91;;MS2;344.00;344.00;0.00;100.00;100.00;27.86;28.64;390216924192.99;9.05;47.2581;N1;344.00;344.00;0.00;35.23;35.45;38.31;38.69;32785.27;1.98;476697803054.04;421286644013.13;0,9149;0,8923888;0,325086525;N2;344.00;344.00;0.00;36.19;36.14;100.00;100.00;13583.18;1.60;197499431018.33;142382158556.00;0,5672;0,86674041;0,221799675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,069376378;PLATEAU;-0,316456292;0,177703536;-14,76388983;"0; 7; 13";"4.5157; 3.6008; 3.6364";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;Composta en relació al cabal (diferent volum per ampolla);1;8;1 h;2021-11-15;2021-11-16;14540.00;14540;17540.00;1100.00;250.00;19.50;0.00;2150.00;1900.00;646.00;3.30;2.00;5.60;64.90;80.40;10.30;8.00;784.00;403.00;403.00;14000000.00;"L'aparell de presa de mostres té 4 botelles de 10 litres i la presa de mostra és realitza de manera proporcional al cabal d'entrada a l'estar connectat al cabalímetre d'entrada de l'EDAR, la mostra integrada (24h) s'obté de barrejar directament les quatre submostres que es prenen amb intervals de sis hores.
Precipitació de l'estació de Riudecanyes.

";TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DRUB;2021-11-15;24.43;171;250;392;13;33;36;27;30;22;10;15;33;39;27;39;27;11;30;168470;DRUB-2021-11-15;Virus Enterics-UB;Al(Oh)3;2021-11-15;TGEV;100000000.00;10.00;2021-11-16;200.00;10.00;2.80;71.43;150.00;100.00;5.00;0.54;;TGEV;1866.67;1866.67;0.00;25.94;25.92;28.93;29.05;1787077.59;2.98;35.7416;N1;1866.67;57866.67;53106.67;31.79;32.08;35.80;35.54;387276.80;2.32;8845402008127.58;5769641705208.00;0,6496;0,715141771;0,096609475;;;;;;;;;;;;;;;;IP4;1866.67;153066.67;82114.67;36.40;35.53;37.92;38.13;266400.20;2.15;6084580618237.70;3679955218730.00;0,5965;0,96659205;0,10382129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,032650787;PLATEAU;-0,274998871;0,209697297;-7,242462072;"0; 7; 13";"5.5880; 4.9384; 5.1857";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;20 min;2021-11-15;2021-11-16;22840.00;22840;1248.00;501.00;35.00;9.00;0.00;1654.00;220.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;8.13;551.00;0.00;190.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Girona;DPUI;2021-11-15;0.86;6;6;18;4;1;1;0;0;0;0;0;1;2;4;2;1;0;2;10675;DPUI-2021-11-15;Virus Enterics-UB;Al(Oh)3;2021-11-15;TGEV;100000000.00;10.00;2021-11-16;200.00;10.00;3.00;66.67;150.00;100.00;5.00;0.50;;TGEV;2000.00;2000.00;0.00;25.92;26.23;29.46;29.18;1638858.59;2.91;32.7772;N1;2000.00;62000.00;56900.00;32.80;32.58;35.94;35.49;315467.08;2.20;1369758054181.30;1385465509129.00;0,2875;0,336952104;0,061015631;;;;;;;;;;;;;;;;IP4;2000.00;164000.00;87980.00;37.59;38.33;40.22;42.72;51930.93;1.41;225484098630.05;493055256772.00;0,044;-0,135440618;0,048648808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,047614567;DECREASE;-0,073977623;-0,021251511;-10,38402523;"0; 7; 13";"5.4990; 5.2115; 4.8776";Altres;FALSE;Automàtic;24h;;1;24;20 min;2021-11-15;2021-11-16;4342.00;4342;243.00;118.00;0.00;11.70;0.00;582.00;374.00;0.00;0.15;0.33;0.00;23.00;52.80;12.40;7.24;525.00;65.30;230.00;0.00;Nitrògen és total;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lleida;DPSU;2021-11-15;0.14;1;1;10;0;0;0;0;1;0;0;2;1;0;5;0;1;0;0;2220;DPSU-2021-11-15;EURECAT;Ultrafiltració innovaprep;2021-11-16;MS2;57800000000.00;1000.00;2021-11-18;70.00;1000.00;0.35;200.00;250.00;70.00;5.00;3.57;;MS2;280.00;280.00;0.00;100.00;100.00;26.73;27.09;783305762831.11;9.45;94.8640;N1;280.00;280.00;0.00;34.66;35.27;38.22;38.14;34155.16;2.09;29919919265.66;8951811663.41;0,7453;0,691225277;NaN;N2;280.00;280.00;0.00;35.75;35.42;100.00;39.05;12841.45;1.66;11249107529.90;-14808788262.79;0,3559;0,301939202;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,06158837;DECREASE;-0,075665206;-0,047511534;-13,22160171;"0; 13; 28";"4.5335; 3.7882; 2.8116";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;20 min;2021-11-15;2021-11-16;876.00;876;90.00;0.00;0.00;0.00;0.00;0.00;61.00;0.00;0.01;0.10;2.61;17.30;21.50;0.00;0.00;181.00;0.00;93.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DPDL;2021-11-15;124.43;871;1362;2471;155;160;123;129;172;64;68;194;181;236;203;222;117;64;383;1593237;DPDL-2021-11-15;Virus Enterics-UB;Al(Oh)3;2021-11-15;TGEV;100000000.00;10.00;2021-11-16;200.00;10.00;3.40;58.82;150.00;100.00;5.00;0.44;;TGEV;2266.67;2266.67;0.00;26.26;26.34;29.38;29.52;1660392.54;2.86;33.2079;N1;2266.67;70266.67;64486.67;32.54;32.51;36.18;35.76;343696.95;2.18;67406532265025.38;58717705575700.00;0,2349;0,24057335;0,078650164;;;;;;;;;;;;;;;;IP4;2266.67;185866.67;99710.67;37.37;39.35;100.00;100.00;45282.52;1.30;8880898518803.56;19093501766480.00;0;0,360753342;0,217391468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,023919291;PLATEAU;-0,062751302;0,014912719;-5,358697494;"0; 7; 13";"5.5362; 5.3013; 5.2288";Abans de dessorrador/desgreixador;TRUE;Automàtic;24h;;1;24;20 min;2021-11-15;2021-11-16;196122.00;196122;8726.00;7211.00;0.00;0.00;0.00;1719.00;590.00;0.00;0.00;0.00;0.00;59.00;0.00;12.00;7.60;627.00;0.00;0.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Girona;DPAM;2021-11-15;2.14;15;32;59;7;1;4;2;1;0;0;10;9;7;4;4;0;3;7;58479;DPAM-2021-11-15;UB_Girones;ultrafiltració;2021-11-16;MS2;68900000.00;1000.00;2021-11-17;80.00;800.00;0.68;117.65;140.00;70.00;5.00;1.18;;MS2;850.00;3697.50;8024.00;24.32;24.47;27.23;26.92;66058447.74;4.89;9.5876;N1;850.00;4309.50;8211.00;35.42;37.28;38.47;100.00;49443.68;1.76;658045946960.93;223927451699.13;2,1201;2,155876199;0,164166125;N2;850.00;3697.50;8024.00;100.00;100.00;35.57;34.40;52104.38;1.79;693457164712.60;268988424511.00;1,1422;1,177960101;0,151289513;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,166937008;PLATEAU;-0,714632397;0,380758381;-31,91318921;"0; 7; 13";"4.6941; 2.5740; 2.5740";Abans de dessorrador/desgreixador;TRUE;Automàtic;24h;;1;24;20 min;2021-11-15;2021-11-16;13309.00;13309;0.00;0.00;0.00;0.00;0.00;2300.00;253.00;0.00;0.00;0.00;0.00;59.00;72.00;6.60;7.70;495.00;0.00;306.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Girona;DOLO;2021-11-15;7.86;55;116;184;10;5;7;9;18;3;3;40;13;8;11;19;10;7;21;44659;DOLO-2021-11-15;UB_Girones;ultrafiltració;2021-11-16;MS2;68900000.00;1000.00;2021-11-17;80.00;800.00;0.44;181.82;140.00;70.00;5.00;1.82;;MS2;550.00;2392.50;5192.00;22.83;22.65;26.07;25.79;104333288.76;5.28;15.1427;N1;550.00;2788.50;5313.00;36.83;36.39;40.37;38.08;36275.89;1.82;559410475773.74;375473552912.38;-0,1378;-0,089443374;0,049776622;N2;550.00;2392.50;5192.00;100.00;100.00;100.00;37.74;2591.64;0.67;39965653178.12;136107446579.00;-0,7171;-0,970488764;0,254554227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,13863622;PLATEAU;-0,776533474;0,499261033;-27,32855772;"0; 7; 13";"4.5596; 4.6974; 2.6990";Abans de dessorrador/desgreixador;TRUE;Automàtic;24h;;1;24;20 min;2021-11-15;2021-11-16;15421.00;15421;1000.00;500.00;0.00;15.50;0.00;2490.00;207.00;151.00;0.26;1.03;24.90;27.72;46.40;8.12;8.08;464.00;92.00;190.00;67000.00;"Mostra proporcional al volum en dos trams : cabal diürn/ cabal nocturn.
No es disposa d'informació sobre el % d'aigua industrial.
";TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DMRT;2021-11-15;5.57;39;50;101;6;6;6;6;7;6;2;11;9;6;11;7;1;2;15;28189;DMRT-2021-11-15;Virus Enterics-UB;Al(Oh)3;2021-11-15;TGEV;100000000.00;10.00;2021-11-16;200.00;10.00;2.60;76.92;150.00;100.00;5.00;0.58;;TGEV;1733.33;1733.33;0.00;25.34;25.44;28.49;28.63;2245247.20;3.11;44.9049;N1;1733.33;53733.33;49313.33;32.39;32.38;36.46;36.07;252854.53;2.16;2006653555170.38;1732430397960.00;0,2337;0,273398126;0,110571016;;;;;;;;;;;;;;;;IP4;1733.33;142133.33;76249.33;36.09;35.64;37.37;38.20;286578.40;2.22;2274286144483.98;4415694712032.00;0,5275;0,676961785;0,292404658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,043385827;DECREASE;-0,083677428;-0,003094225;-9,507169369;"0; 7; 13";"5.4029; 5.1692; 4.8352";Després de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;;2021-11-15;2021-11-16;7936.00;7936;0.00;0.00;0.00;0.00;0.00;2010.00;188.00;0.00;0.00;0.00;0.00;32.00;46.00;6.00;7.80;387.00;0.00;215.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lleida;DMOF;2021-11-15;4.57;32;35;121;6;6;4;0;9;6;1;17;13;9;9;15;8;4;14;15185;DMOF-2021-11-15;EURECAT;Ultrafiltració innovaprep;2021-11-16;MS2;57800000000.00;1000.00;2021-11-18;70.00;1000.00;0.40;175.00;250.00;70.00;5.00;3.13;;MS2;320.00;320.00;0.00;100.00;100.00;26.34;27.03;1068560981195.27;9.52;129.4105;N1;320.00;320.00;0.00;32.92;33.31;36.48;35.80;151722.08;2.68;375815580876.75;-24306991047.80;0,9362;0,904783833;NaN;N2;320.00;320.00;0.00;34.89;34.09;36.92;100.00;37863.73;2.07;93788457973.02;-245843852914.03;0,8119;0,780448241;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,182992857;DECREASE;-0,362528295;-0,003457419;-34,3843942;"0; 7; 14";"5.1810; 4.2448; 2.6191";Després de dessorrador/desgreixador;FALSE;Manual;8h;;1;24;;2021-11-15;2021-11-16;2477.00;2477;118.00;101.00;10.00;13.80;0.00;992.00;394.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.60;664.00;0.00;358.00;0.00;;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tarragona;DMOB;2021-11-15;0.29;2;2;21;1;0;0;0;1;0;0;2;2;6;5;1;0;1;2;7364;DMOB-2021-11-15;EURECAT;Ultrafiltració innovaprep;2021-11-16;MS2;57800000000.00;1000.00;2021-11-18;70.00;1000.00;0.44;159.09;250.00;70.00;5.00;2.84;;MS2;352.00;352.00;0.00;100.00;100.00;30.54;29.26;134644493925.38;8.58;16.3064;N1;352.00;352.00;0.00;34.46;34.53;35.82;37.54;101588.09;2.46;97016627106.33;48314733224.70;1,0012;1,027469;0,085207069;N2;352.00;352.00;0.00;34.93;34.95;39.45;37.84;32106.65;1.96;30661846740.64;5493387631.58;0,6129;0,639132682;-0,658880798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,007159338;PLATEAU;-0,238123239;0,223804563;-1,634985085;"0; 13; 28";"5.0068; 4.0056; 4.7641";Abans de dessorrador/desgreixador;TRUE;Automàtic;24h;;1;24;20 min;2021-11-15;2021-11-16;955.00;955;40.82;37.30;10.00;16.40;0.00;1872.00;250.00;245.00;0.24;0.69;0.00;58.20;70.87;11.60;7.19;686.00;0.00;0.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DMIR;2021-11-15;36.29;254;349;721;28;38;39;33;59;34;23;45;60;70;75;72;49;21;75;269784;DMIR-2021-11-15;Virus Enterics-UB;Al(Oh)3;2021-11-15;TGEV;100000000.00;10.00;2021-11-16;200.00;10.00;2.90;68.97;150.00;100.00;5.00;0.52;;TGEV;1933.33;1933.33;0.00;26.10;26.07;28.97;29.11;1745995.26;2.96;34.9199;N1;1933.33;59933.33;55003.33;31.99;31.97;35.08;34.27;576008.06;2.47;29713375581589.30;25288835168920.00;0,599;0,611314761;0,211830153;;;;;;;;;;;;;;;;IP4;1933.33;158533.33;85047.33;36.38;35.90;39.86;42.72;102613.92;1.72;5293339295622.35;23703190933168.00;0,146;0,244674035;0,366553234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,073705512;DECREASE;-0,121514653;-0,025896371;-15,60931964;"0; 7; 13";"5.7604; 5.1614; 4.8066";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;15 min;2021-11-15;2021-11-16;51585.00;51585;3432.00;893.00;0.00;20.60;0.00;1478.00;300.00;0.00;1.13;1.68;0.00;41.00;61.60;7.80;7.78;646.00;181.00;0.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DMDV;;14.57;102;150;430;13;7;19;22;25;7;9;27;44;28;60;49;37;14;69;201403;DMDV-2021-11-15;Virus Enterics-UB;Al(Oh)3;2021-11-15;TGEV;100000000.00;10.00;2021-11-16;200.00;10.00;2.70;74.07;150.00;100.00;5.00;0.56;;TGEV;1800.00;1800.00;0.00;25.68;25.80;28.99;28.71;1912330.65;3.03;38.2466;N1;1800.00;55800.00;51210.00;32.41;32.12;35.25;36.03;339224.27;2.28;9028114610544.89;NaN;0;-0,115710834;NaN;;;;;;;;;;;;;;;;IP4;1800.00;147600.00;79182.00;36.93;35.42;37.80;38.58;238935.58;2.12;6359031543232.73;NaN;0;0,093402773;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;26614;NaN;NaN;NaN;NaN;NaN;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
